tournament_id,team_id,player_id,jersey_number
WC02,TUN,P-55391,14
WC06,SWE,P-47401,1
WC02,JPN,P-42311,14
WC10,BRA,P-61927,22
WC02,ENG,P-59324,22
WC22,ENG,P-74071,2
WC10,USA,P-78640,15
WC02,JPN,P-84762,10
WC18,MAR,P-98153,17
WC18,JPN,P-84807,9
WC14,BEL,P-53048,6
WC14,ESP,P-60716,22
WC02,KOR,P-26659,2
WC14,KOR,P-03922,19
WC22,JPN,P-39942,11
WC06,SWE,P-20273,13
WC22,CAN,P-61949,16
WC22,ENG,P-62368,23
WC10,USA,P-55538,16
WC10,USA,P-36179,20
WC10,BRA,P-86163,6
WC10,KOR,P-46519,12
WC14,ENG,P-06851,16
WC06,ITA,P-88263,12
WC18,AUS,P-10244,1
WC22,AUS,P-27035,26
WC10,NZL,P-85046,11
WC02,ESP,P-29415,19
WC22,CAN,P-83822,12
WC06,USA,P-42535,15
WC10,ENG,P-06000,5
WC10,ENG,P-62157,4
WC22,SEN,P-96697,6
WC10,KOR,P-26616,9
WC14,ENG,P-36400,23
WC18,ARG,P-18222,16
WC10,ESP,P-49097,7
WC06,USA,P-05728,21
WC18,SEN,P-94596,14
WC10,MEX,P-44763,4
WC22,USA,P-30252,21
WC18,JPN,P-56398,19
WC06,ITA,P-37126,23
WC14,IRN,P-13053,12
WC14,ITA,P-43029,23
WC10,ITA,P-37848,15
WC06,IRN,P-16416,8
WC18,PAN,P-03144,18
WC02,KOR,P-56626,9
WC14,BEL,P-92866,3
WC18,EGY,P-82223,21
WC22,BRA,P-55590,14
WC02,ARG,P-60914,3
WC18,BEL,P-53048,6
WC02,USA,P-09888,3
WC02,MEX,P-13917,5
WC02,SWE,P-35312,14
WC18,ARG,P-36870,19
WC10,MEX,P-85916,16
WC02,BEL,P-80262,6
WC10,JPN,P-89840,12
WC06,ECU,P-42534,8
WC22,MEX,P-49482,20
WC02,ARG,P-28816,22
WC18,BEL,P-92866,3
WC22,QAT,P-54495,18
WC14,IRN,P-23272,15
WC02,ARG,P-11130,18
WC14,GHA,P-24388,18
WC22,CAN,P-72399,14
WC22,AUS,P-51118,16
WC06,KOR,P-08539,21
WC06,JPN,P-87604,21
WC22,KOR,P-14360,4
WC02,ECU,P-59372,2
WC18,FRA,P-20754,18
WC02,ECU,P-87016,21
WC06,JPN,P-11915,5
WC14,ESP,P-56330,6
WC18,IRN,P-85860,17
WC18,BEL,P-88715,13
WC22,TUN,P-81706,4
WC10,AUS,P-96211,14
WC10,ITA,P-38599,9
WC22,ENG,P-31219,15
WC18,MEX,P-36515,14
WC14,KOR,P-48433,16
WC22,BEL,P-13975,23
WC22,KOR,P-10357,17
WC22,ENG,P-90012,19
WC02,ENG,P-61216,18
WC18,JPN,P-76596,20
WC22,ENG,P-21553,10
WC22,BEL,P-06338,11
WC14,FRA,P-07870,18
WC14,MEX,P-29705,16
WC06,FRA,P-12167,20
WC14,USA,P-10072,13
WC18,KOR,P-07259,19
WC06,ARG,P-25906,16
WC02,JPN,P-24251,12
WC22,IRN,P-04541,16
WC26,BRA,P-42740,22
WC26,IRN,P-74098,5
WC26,MEX,P-38529,2
WC26,MEX,P-26546,4
WC26,ESP,P-87958,15
WC26,KOR,P-57511,20
WC26,ARG,P-56659,16
WC26,ARG,P-28151,21
WC26,AUS,P-68599,20
WC26,TUN,P-27079,21
WC26,JPN,P-62952,15
WC26,TUN,P-09569,18
WC26,ENG,P-59837,11
WC26,MEX,P-51689,11
WC26,QAT,P-42663,5
WC26,MAR,P-91543,25
WC26,BRA,P-87008,10
WC26,TUN,P-82657,22
WC26,BRA,P-32798,3
WC26,BRA,P-83169,11
WC26,BRA,P-66020,12
WC26,SEN,P-88928,20
WC26,FRA,P-81466,23
WC26,BEL,P-70691,24
WC26,USA,P-30252,21
WC26,AUS,P-10244,1
WC26,ARG,P-71343,20
WC26,SEN,P-55140,8
WC26,ECU,P-16576,9
WC26,BRA,P-02305,5
WC26,QAT,P-26637,26
WC26,ENG,P-84787,4
WC26,MEX,P-94928,1
WC26,BEL,P-47906,8
WC26,QAT,P-17048,9
WC06,AUS,P-14862,20
WC10,KOR,P-47942,8
WC02,ITA,P-88863,5
WC22,SEN,P-45399,16
WC06,IRN,P-38371,10
WC10,ENG,P-69235,14
WC18,SWE,P-28801,16
WC18,BRA,P-87266,21
WC22,FRA,P-42326,4
WC22,USA,P-68952,8
WC18,SEN,P-17986,16
WC18,MEX,P-68042,11
WC18,JPN,P-41027,16
WC10,ARG,P-64352,6
WC06,BRA,P-57361,10
WC14,BRA,P-68649,15
WC22,JPN,P-30206,25
WC02,USA,P-86464,9
WC18,ENG,P-08169,8
WC06,ITA,P-11392,1
WC06,JPN,P-04785,18
WC06,MEX,P-81643,9
WC10,NZL,P-72611,22
WC14,MEX,P-80826,13
WC22,GHA,P-50142,4
WC06,AUS,P-55125,18
WC22,BRA,P-68016,9
WC02,BEL,P-46499,18
WC02,ITA,P-29172,9
WC18,KOR,P-64292,15
WC10,ENG,P-64443,23
WC18,IRN,P-74098,5
WC06,ARG,P-83403,2
WC14,USA,P-01169,9
WC22,QAT,P-70879,1
WC06,SWE,P-95996,23
WC10,BRA,P-09441,13
WC18,MEX,P-77047,10
WC14,GHA,P-63370,6
WC02,ITA,P-26847,17
WC02,KOR,P-84722,12
WC10,GHA,P-79316,14
WC18,PAN,P-72819,2
WC06,ESP,P-13964,12
WC18,AUS,P-34822,22
WC18,BRA,P-21531,1
WC10,ITA,P-11392,1
WC02,TUN,P-44407,4
WC22,JPN,P-57586,21
WC22,ESP,P-37420,3
WC18,FRA,P-40789,17
WC10,USA,P-87765,5
WC18,SEN,P-35711,21
WC22,ARG,P-10231,17
WC14,MEX,P-11638,17
WC22,GHA,P-70145,6
WC06,ENG,P-37933,11
WC06,AUS,P-83566,7
WC18,PAN,P-44505,15
WC22,AUS,P-95847,13
WC22,FRA,P-91324,3
WC06,KOR,P-65040,8
WC14,ARG,P-29398,9
WC18,EGY,P-32448,1
WC10,BRA,P-86499,18
WC14,KOR,P-55453,20
WC14,BEL,P-09658,1
WC18,TUN,P-42223,10
WC02,SWE,P-63774,3
WC10,MEX,P-21208,15
WC06,KOR,P-92775,17
WC22,ARG,P-84430,26
WC22,ENG,P-92628,5
WC22,KOR,P-49090,12
WC06,USA,P-09888,12
WC14,FRA,P-21776,20
WC10,BRA,P-32968,14
WC22,JPN,P-64056,24
WC10,NZL,P-86132,17
WC10,ITA,P-37678,22
WC02,ARG,P-94002,20
WC10,ARG,P-39810,2
WC10,ARG,P-76131,13
WC22,BEL,P-70691,24
WC02,SEN,P-50303,4
WC18,ARG,P-77063,14
WC22,SEN,P-77769,22
WC14,IRN,P-84406,21
WC10,USA,P-12548,3
WC02,ENG,P-79943,16
WC18,AUS,P-44926,4
WC10,FRA,P-72795,8
WC06,ECU,P-98031,3
WC18,BRA,P-17082,7
WC22,ARG,P-13162,23
WC22,ENG,P-10501,20
WC10,NZL,P-20963,14
WC02,BRA,P-45956,8
WC14,BRA,P-87449,4
WC02,JPN,P-12376,19
WC02,USA,P-05728,21
WC18,MAR,P-99089,4
WC18,SWE,P-78477,17
WC06,ARG,P-66580,23
WC06,KOR,P-60562,13
WC14,ENG,P-48443,21
WC18,MEX,P-94928,12
WC18,BEL,P-09658,1
WC10,MEX,P-40312,18
WC14,COL,P-78745,2
WC14,ECU,P-31812,20
WC14,BEL,P-33520,23
WC06,ESP,P-49097,21
WC02,ECU,P-47469,12
WC22,ECU,P-78091,16
WC22,JPN,P-46913,18
WC14,ESP,P-05758,4
WC18,MEX,P-26546,21
WC06,BRA,P-39545,11
WC18,BRA,P-74941,18
WC22,ARG,P-91431,4
WC02,JPN,P-94511,23
WC10,AUS,P-83566,7
WC14,IRN,P-98775,9
WC06,ARG,P-33570,18
WC18,COL,P-37614,18
WC22,KOR,P-82889,3
WC22,KOR,P-66969,23
WC14,KOR,P-15736,18
WC06,CIV,P-25398,4
WC02,FRA,P-66615,13
WC22,AUS,P-11675,18
WC22,KOR,P-42523,1
WC18,ESP,P-15848,4
WC18,PAN,P-53385,3
WC06,ESP,P-82549,16
WC02,SWE,P-42895,11
WC10,AUS,P-14862,8
WC06,ENG,P-62157,4
WC22,QAT,P-33804,14
WC18,AUS,P-36196,5
WC22,SEN,P-61416,11
WC14,COL,P-66228,6
WC18,ENG,P-16053,17
WC02,MEX,P-92547,21
WC22,BEL,P-47906,8
WC18,BEL,P-85472,20
WC14,MEX,P-42911,6
WC02,TUR,P-23883,11
WC18,FRA,P-73306,19
WC10,ESP,P-61793,1
WC10,NZL,P-45524,12
WC22,ESP,P-09400,10
WC26,QAT,P-75618,21
WC26,IRN,P-85860,9
WC26,FRA,P-86920,24
WC26,USA,P-68952,8
WC26,FRA,P-03945,18
WC26,FRA,P-90908,7
WC26,GHA,P-50142,4
WC26,JPN,P-56398,19
WC26,TUN,P-48887,8
WC26,TUN,P-90867,13
WC26,TUN,P-22128,2
WC26,ARG,P-92353,15
WC26,JPN,P-53272,1
WC26,BEL,P-74337,16
WC26,KOR,P-92710,16
WC26,ESP,P-01416,18
WC26,AUS,P-97422,8
WC26,ESP,P-86871,6
WC26,CAN,P-48340,20
WC26,AUS,P-34822,22
WC26,GHA,P-70145,6
WC26,ECU,P-82216,23
WC26,CAN,P-27541,21
WC26,ECU,P-22286,4
WC26,FRA,P-97778,11
WC26,ARG,P-39788,1
WC26,MEX,P-09058,26
WC26,ARG,P-23070,25
WC26,CAN,P-42390,22
WC26,ESP,P-33854,25
WC26,FRA,P-92987,12
WC26,BEL,P-13975,23
WC26,BEL,P-06338,11
WC26,SEN,P-76835,17
WC26,MEX,P-09877,5
WC26,FRA,P-89750,9
WC14,AUS,P-52319,13
WC14,MEX,P-97434,3
WC06,AUS,P-78863,1
WC10,KOR,P-16139,6
WC02,SWE,P-62207,20
WC06,USA,P-18672,8
WC02,KOR,P-95122,1
WC22,ARG,P-40147,14
WC06,AUS,P-69089,16
WC18,IRN,P-85324,16
WC02,KOR,P-68095,17
WC18,AUS,P-84536,12
WC18,COL,P-07796,17
WC02,USA,P-77238,14
WC14,BEL,P-64049,5
WC22,USA,P-38940,25
WC18,BEL,P-64049,5
WC22,MEX,P-73491,25
WC10,CIV,P-98071,18
WC22,ESP,P-87958,15
WC02,ARG,P-60052,12
WC18,ARG,P-39788,12
WC18,KOR,P-64718,2
WC14,MEX,P-10063,7
WC22,ENG,P-58924,9
WC18,SEN,P-57411,22
WC14,COL,P-76705,8
WC10,ESP,P-47597,13
WC18,MEX,P-76750,2
WC06,BRA,P-32968,14
WC22,ECU,P-56839,20
WC18,ENG,P-38372,13
WC06,IRN,P-56998,11
WC10,FRA,P-68803,5
WC02,MEX,P-50787,23
WC14,AUS,P-09100,14
WC02,TUR,P-16859,14
WC06,ESP,P-51089,5
WC10,AUS,P-03552,21
WC14,BEL,P-95269,4
WC22,ECU,P-29713,3
WC06,ESP,P-44334,23
WC22,ENG,P-36400,3
WC14,ENG,P-21553,19
WC14,USA,P-58476,12
WC22,BEL,P-72637,9
WC18,MAR,P-71023,21
WC14,USA,P-78113,22
WC14,CIV,P-65804,2
WC18,SEN,P-29136,9
WC14,AUS,P-05392,3
WC06,ENG,P-50944,15
WC22,JPN,P-82447,17
WC06,KOR,P-76780,6
WC18,BEL,P-95269,4
WC18,ENG,P-05318,22
WC14,COL,P-76077,5
WC18,ESP,P-02231,19
WC22,CAN,P-21099,25
WC18,SWE,P-20019,8
WC06,ESP,P-21683,6
WC10,FRA,P-58415,18
WC02,TUR,P-58212,9
WC18,BRA,P-62621,19
WC14,BRA,P-02974,18
WC10,AUS,P-31145,17
WC06,CIV,P-75763,20
WC02,USA,P-72797,12
WC18,EGY,P-50801,5
WC18,PAN,P-32575,6
WC02,ITA,P-84093,15
WC22,MAR,P-87409,13
WC18,BRA,P-65498,6
WC06,BRA,P-57975,20
WC06,CZE,P-65590,20
WC18,ARG,P-64424,4
WC18,COL,P-59950,19
WC02,BEL,P-52358,11
WC22,USA,P-03484,11
WC10,ARG,P-70815,1
WC14,ENG,P-70595,18
WC10,AUS,P-69089,6
WC22,MEX,P-24705,22
WC18,EGY,P-75890,10
WC10,USA,P-58476,18
WC10,KOR,P-07494,14
WC14,USA,P-98378,21
WC22,IRN,P-53957,10
WC06,FRA,P-31668,9
WC10,NZL,P-15454,18
WC06,CZE,P-53062,1
WC18,SEN,P-40621,5
WC22,MAR,P-45288,2
WC22,TUN,P-57303,26
WC22,MAR,P-21052,16
WC22,IRN,P-74612,13
WC02,KOR,P-07865,4
WC06,ECU,P-61229,18
WC10,MEX,P-21945,23
WC02,TUR,P-41133,17
WC06,JPN,P-09349,7
WC14,AUS,P-97422,8
WC22,BEL,P-75820,3
WC18,BRA,P-97493,22
WC18,COL,P-89392,10
WC02,FRA,P-56947,15
WC18,PAN,P-10561,8
WC22,ENG,P-95181,25
WC18,EGY,P-49027,16
WC02,JPN,P-58878,20
WC22,TUN,P-69793,23
WC06,FRA,P-48944,14
WC14,AUS,P-44926,4
WC14,AUS,P-36196,5
WC02,USA,P-07553,18
WC02,USA,P-97459,10
WC22,CAN,P-94317,1
WC18,BRA,P-77556,4
WC22,GHA,P-14179,25
WC02,USA,P-68379,6
WC14,FRA,P-30711,1
WC06,ARG,P-78133,4
WC22,BRA,P-26953,16
WC02,JPN,P-89292,15
WC06,ARG,P-85199,10
WC14,GHA,P-48310,7
WC06,ECU,P-63618,23
WC10,ESP,P-89177,15
WC10,AUS,P-78863,1
WC10,KOR,P-39884,22
WC14,AUS,P-93567,17
WC18,SWE,P-31431,3
WC10,ENG,P-50718,22
WC02,ARG,P-19888,19
WC02,JPN,P-54298,1
WC10,BRA,P-74066,17
WC18,MAR,P-15566,12
WC06,ENG,P-64864,19
WC06,SWE,P-30568,4
WC22,MEX,P-81433,21
WC14,ENG,P-36639,15
WC22,USA,P-89452,2
WC14,ESP,P-24647,2
WC18,KOR,P-02947,10
WC22,SEN,P-76835,17
WC18,BRA,P-40137,14
WC06,TUN,P-79202,22
WC06,SWE,P-73608,16
WC10,ARG,P-91484,23
WC18,ESP,P-92520,10
WC18,FRA,P-42326,4
WC26,SEN,P-45399,16
WC26,MEX,P-80088,23
WC26,IRN,P-95374,6
WC26,USA,P-38940,25
WC26,FRA,P-80996,25
WC26,KOR,P-64292,5
WC26,ARG,P-00652,2
WC26,ESP,P-40007,21
WC26,TUN,P-45680,25
WC26,ECU,P-44851,11
WC26,AUS,P-89217,19
WC26,BRA,P-92004,18
WC26,CAN,P-89710,5
WC26,MAR,P-87409,13
WC26,USA,P-03484,11
WC26,IRN,P-29864,8
WC26,MEX,P-96510,6
WC26,BRA,P-37860,19
WC26,TUN,P-11879,6
WC26,TUN,P-47815,17
WC26,SEN,P-77769,22
WC26,MAR,P-45288,2
WC26,MAR,P-21052,16
WC26,ECU,P-39347,12
WC26,GHA,P-14179,25
WC26,ECU,P-04237,18
WC26,QAT,P-43921,20
WC26,JPN,P-45981,2
WC26,USA,P-89452,2
WC26,SEN,P-61416,11
WC26,QAT,P-32949,13
WC02,ESP,P-45039,13
WC18,ARG,P-32508,2
WC22,IRN,P-24531,11
WC14,AUS,P-15064,12
WC22,BRA,P-97698,6
WC22,ECU,P-13973,19
WC14,USA,P-95273,2
WC14,BRA,P-50663,20
WC18,PAN,P-48670,14
WC06,ARG,P-16541,17
WC10,ARG,P-60541,22
WC14,ARG,P-42113,7
WC14,COL,P-92771,3
WC18,COL,P-75090,21
WC22,CAN,P-49915,24
WC22,ECU,P-06545,14
WC18,JPN,P-46176,3
WC06,MEX,P-11191,22
WC18,AUS,P-83198,21
WC22,FRA,P-80996,25
WC06,IRN,P-34386,7
WC14,ITA,P-11392,1
WC14,IRN,P-37948,1
WC18,BEL,P-74337,16
WC02,SEN,P-62939,14
WC22,IRN,P-97838,4
WC06,ENG,P-97840,12
WC06,ENG,P-16557,3
WC02,TUN,P-41620,10
WC06,AUS,P-21864,5
WC22,USA,P-34132,9
WC10,JPN,P-24251,1
WC02,TUR,P-04455,16
WC06,TUN,P-61850,12
WC02,SWE,P-95369,13
WC22,USA,P-94647,24
WC22,BEL,P-53048,6
WC22,USA,P-11737,10
WC14,ITA,P-67615,2
WC18,TUN,P-96029,6
WC06,CZE,P-23972,5
WC22,ESP,P-71071,20
WC14,ECU,P-73520,5
WC18,FRA,P-04964,14
WC18,FRA,P-97778,11
WC18,BRA,P-54013,15
WC02,ARG,P-06370,14
WC10,BRA,P-58840,5
WC10,KOR,P-08539,21
WC22,ARG,P-79650,13
WC14,ECU,P-15123,12
WC10,ITA,P-30116,12
WC06,JPN,P-54298,23
WC10,AUS,P-21864,5
WC06,JPN,P-89292,15
WC02,TUN,P-22242,3
WC14,GHA,P-01945,10
WC22,AUS,P-89217,19
WC14,ITA,P-39774,11
WC18,MEX,P-77419,20
WC22,JPN,P-22633,9
WC02,TUN,P-99847,18
WC02,TUN,P-00668,21
WC02,JPN,P-09349,7
WC14,GHA,P-40630,1
WC22,TUN,P-25741,7
WC10,ARG,P-56859,17
WC10,ITA,P-88863,5
WC22,MAR,P-47490,5
WC22,ENG,P-22844,24
WC18,EGY,P-24653,11
WC06,BRA,P-42918,3
WC14,ITA,P-73649,20
WC06,CZE,P-30878,19
WC18,IRN,P-29185,12
WC18,SWE,P-29833,2
WC22,TUN,P-21865,11
WC10,ARG,P-77063,14
WC18,EGY,P-08628,20
WC06,CIV,P-30753,23
WC06,CZE,P-04349,14
WC02,FRA,P-57021,23
WC22,KOR,P-61172,13
WC02,MEX,P-52784,1
WC18,PAN,P-78106,9
WC22,CAN,P-35706,10
WC10,ESP,P-69284,22
WC22,ENG,P-46540,26
WC14,FRA,P-79882,7
WC06,GHA,P-84395,4
WC06,IRN,P-00111,23
WC18,BEL,P-13975,21
WC06,FRA,P-51388,8
WC06,ARG,P-91357,15
WC14,JPN,P-70237,14
WC02,TUR,P-78533,20
WC18,SWE,P-19366,13
WC22,TUN,P-11346,9
WC06,ESP,P-25905,11
WC22,BEL,P-88715,13
WC06,KOR,P-46519,12
WC18,SEN,P-12707,13
WC14,FRA,P-69530,15
WC06,FRA,P-63176,2
WC18,ARG,P-35173,3
WC22,GHA,P-36105,26
WC10,FRA,P-55659,7
WC22,GHA,P-28517,14
WC18,FRA,P-90908,7
WC14,IRN,P-94249,23
WC18,ESP,P-00339,9
WC18,KOR,P-04157,23
WC02,BRA,P-85176,6
WC22,ARG,P-49114,19
WC14,KOR,P-40927,17
WC22,USA,P-80838,26
WC14,BRA,P-41758,5
WC18,EGY,P-41789,15
WC22,ARG,P-14758,10
WC02,ITA,P-11392,1
WC22,MAR,P-00597,24
WC06,AUS,P-06205,11
WC18,SWE,P-34998,4
WC02,FRA,P-93048,7
WC18,MAR,P-88869,22
WC18,ESP,P-52418,22
WC22,MEX,P-09058,26
WC06,IRN,P-94570,19
WC18,TUN,P-69793,23
WC06,IRN,P-59901,6
WC22,ESP,P-28010,5
WC10,AUS,P-73512,22
WC18,AUS,P-45548,23
WC10,MEX,P-97434,3
WC02,USA,P-96178,8
WC22,BRA,P-89248,23
WC18,IRN,P-60139,9
WC02,ECU,P-19156,11
WC18,TUN,P-57303,22
WC14,BEL,P-17974,21
WC18,FRA,P-89750,9
WC06,KOR,P-26616,9
WC10,NZL,P-57058,4
WC22,USA,P-86410,23
WC14,ECU,P-94877,22
WC22,GHA,P-09991,15
WC18,BEL,P-06338,11
WC18,COL,P-61424,16
WC10,GHA,P-24586,2
WC22,KOR,P-91889,14
WC22,QAT,P-43921,20
WC14,AUS,P-65381,10
WC02,ESP,P-35246,6
WC02,BRA,P-09270,5
WC10,ESP,P-47753,11
WC06,ITA,P-88863,5
WC22,MEX,P-09877,5
WC22,MAR,P-40619,8
WC06,ITA,P-29172,18
WC02,SWE,P-07902,1
WC22,QAT,P-32949,13
WC26,SEN,P-92891,24
WC26,JPN,P-99817,7
WC26,SEN,P-90626,4
WC26,JPN,P-53282,6
WC26,ENG,P-50034,21
WC26,USA,P-34132,9
WC26,USA,P-94647,24
WC26,USA,P-11737,10
WC26,BEL,P-56069,21
WC26,CAN,P-32574,8
WC26,IRN,P-28492,24
WC26,KOR,P-67516,6
WC26,MAR,P-47490,5
WC26,KOR,P-32599,8
WC26,CAN,P-85670,15
WC26,ARG,P-36188,12
WC26,IRN,P-80505,22
WC26,ENG,P-08169,8
WC26,CAN,P-46263,18
WC26,GHA,P-36105,26
WC26,GHA,P-28517,14
WC26,JPN,P-75751,13
WC26,IRN,P-62858,25
WC26,BEL,P-09658,1
WC26,USA,P-80838,26
WC26,MAR,P-00597,24
WC26,ECU,P-69217,24
WC26,IRN,P-68842,18
WC26,ESP,P-30405,19
WC26,TUN,P-38981,12
WC26,USA,P-86410,23
WC26,GHA,P-09991,15
WC26,ESP,P-29274,7
WC26,MAR,P-40619,8
WC02,ENG,P-68164,2
WC14,CIV,P-20974,13
WC06,ENG,P-50718,18
WC22,MAR,P-14026,18
WC06,TUN,P-52641,1
WC10,KOR,P-16580,4
WC22,ARG,P-29298,6
WC06,ECU,P-29399,1
WC02,ARG,P-56385,1
WC02,ECU,P-85736,13
WC14,IRN,P-19512,4
WC02,ITA,P-42038,10
WC06,USA,P-07553,18
WC14,FRA,P-67867,6
WC10,USA,P-50522,1
WC06,ECU,P-06468,17
WC14,ENG,P-31138,13
WC06,ARG,P-14758,19
WC18,IRN,P-29864,8
WC02,ARG,P-76131,6
WC14,ESP,P-78418,11
WC22,JPN,P-05559,10
WC10,GHA,P-38556,3
WC10,ENG,P-64864,7
WC18,SEN,P-55298,12
WC06,AUS,P-63129,13
WC18,COL,P-83216,11
WC06,ARG,P-56532,21
WC14,ENG,P-07038,22
WC18,IRN,P-95374,6
WC06,CIV,P-44934,19
WC02,ARG,P-35873,21
WC14,ITA,P-04221,10
WC18,IRN,P-00111,7
WC06,ECU,P-30306,20
WC02,BRA,P-93236,13
WC10,CIV,P-92316,21
WC18,ARG,P-28151,21
WC06,USA,P-83190,13
WC18,BRA,P-41758,17
WC14,KOR,P-16489,22
WC10,AUS,P-33989,12
WC22,ESP,P-01416,18
WC18,ARG,P-66433,7
WC02,ENG,P-01249,5
WC14,ESP,P-73924,14
WC10,NZL,P-17136,20
WC22,ESP,P-86871,6
WC14,COL,P-86404,16
WC10,FRA,P-53533,9
WC14,ECU,P-42534,8
WC10,GHA,P-79884,17
WC02,TUN,P-58954,16
WC06,KOR,P-25724,7
WC06,CZE,P-46512,13
WC10,AUS,P-63129,13
WC18,ENG,P-74242,11
WC22,IRN,P-45653,17
WC18,KOR,P-09338,8
WC14,GHA,P-96497,17
WC22,GHA,P-94579,17
WC18,ENG,P-50943,14
WC06,USA,P-97459,10
WC10,JPN,P-03497,8
WC22,AUS,P-34915,6
WC02,ESP,P-37161,16
WC18,SEN,P-51960,11
WC22,SEN,P-88928,20
WC14,KOR,P-42523,21
WC02,JPN,P-21222,3
WC18,AUS,P-45528,10
WC14,USA,P-91976,7
WC10,ITA,P-27627,20
WC02,ECU,P-39602,23
WC18,SEN,P-91655,6
WC14,FRA,P-43350,2
WC02,ESP,P-29082,3
WC14,GHA,P-20971,15
WC14,AUS,P-81067,9
WC10,ESP,P-44334,23
WC18,COL,P-43196,13
WC02,ITA,P-43222,3
WC06,TUN,P-91602,23
WC14,USA,P-41262,6
WC02,TUR,P-94559,3
WC10,JPN,P-35179,6
WC02,KOR,P-22338,14
WC18,EGY,P-83293,2
WC10,MEX,P-01987,20
WC02,MEX,P-32594,16
WC06,SWE,P-84022,9
WC06,GHA,P-98986,12
WC22,QAT,P-15161,15
WC22,SEN,P-55140,8
WC06,USA,P-77238,6
WC10,FRA,P-51395,12
WC18,SEN,P-22102,15
WC10,GHA,P-29967,5
WC18,MEX,P-80088,23
WC10,MEX,P-89297,6
WC18,JPN,P-33175,4
WC06,CIV,P-99466,11
WC14,BRA,P-54013,8
WC18,MAR,P-64125,10
WC14,AUS,P-10244,1
WC22,FRA,P-00465,15
WC06,MEX,P-89438,17
WC10,ENG,P-50944,18
WC14,IRN,P-75785,3
WC10,USA,P-91976,7
WC06,CIV,P-08544,3
WC06,ESP,P-89177,15
WC02,TUN,P-89154,13
WC18,AUS,P-33434,8
WC14,GHA,P-67189,14
WC22,USA,P-70867,5
WC22,MAR,P-88869,22
WC22,ESP,P-33854,25
WC06,ARG,P-48161,22
WC14,KOR,P-47440,13
WC14,ITA,P-25985,22
WC02,ENG,P-90384,15
WC14,ESP,P-64102,21
WC10,KOR,P-61649,2
WC10,CIV,P-93241,15
WC06,IRN,P-56844,20
WC10,ESP,P-51089,5
WC02,SWE,P-85432,8
WC14,ENG,P-94649,3
WC22,FRA,P-13613,26
WC14,USA,P-50522,1
WC26,BRA,P-97698,6
WC26,MAR,P-14026,18
WC26,QAT,P-28811,22
WC26,SEN,P-33622,9
WC26,SEN,P-99821,1
WC26,FRA,P-32431,6
WC26,JPN,P-86909,14
WC26,TUN,P-49094,20
WC26,CAN,P-31806,4
WC26,BEL,P-72637,9
WC26,ECU,P-34543,10
WC26,ESP,P-37420,3
WC26,GHA,P-94579,17
WC26,ENG,P-21153,7
WC26,ENG,P-89070,13
WC26,QAT,P-57100,7
WC26,SEN,P-96697,6
WC26,FRA,P-09867,22
WC26,BEL,P-75820,3
WC26,FRA,P-06614,20
WC26,JPN,P-77827,23
WC26,BRA,P-89248,23
WC26,KOR,P-07259,19
WC26,QAT,P-01077,17
WC26,USA,P-70867,5
WC26,MAR,P-88869,22
WC26,CAN,P-46358,19
WC26,ECU,P-11495,15
WC26,ESP,P-09400,10
WC10,AUS,P-91832,2
WC10,KOR,P-40927,17
WC06,TUN,P-89154,13
WC06,FRA,P-68803,5
WC22,JPN,P-99817,7
WC10,BRA,P-82456,23
WC10,FRA,P-69594,16
WC18,TUN,P-09569,20
WC14,ESP,P-64348,3
WC18,FRA,P-67297,5
WC22,IRN,P-95374,6
WC14,BRA,P-87008,10
WC18,PAN,P-77521,1
WC18,MEX,P-10063,7
WC14,COL,P-27327,12
WC22,JPN,P-53282,6
WC02,KOR,P-39884,16
WC18,SEN,P-29883,4
WC02,SEN,P-75923,8
WC14,ARG,P-86028,12
WC22,BRA,P-14060,24
WC18,TUN,P-75361,9
WC18,KOR,P-16489,6
WC02,FRA,P-10738,14
WC06,USA,P-78068,16
WC10,KOR,P-95122,1
WC10,USA,P-15091,14
WC06,MEX,P-89297,6
WC10,GHA,P-65216,18
WC22,KOR,P-64292,5
WC02,BEL,P-02977,12
WC22,BEL,P-21652,18
WC02,SWE,P-05583,6
WC06,ENG,P-01249,5
WC22,SEN,P-54506,14
WC18,COL,P-12476,7
WC02,MEX,P-56348,22
WC10,ARG,P-93262,3
WC06,MEX,P-30651,7
WC02,BEL,P-42565,17
WC22,MAR,P-42517,19
WC18,PAN,P-67176,19
WC10,USA,P-07475,17
WC06,FRA,P-58415,18
WC02,USA,P-58649,4
WC22,CAN,P-55821,3
WC06,ECU,P-49265,16
WC14,ARG,P-61051,2
WC06,JPN,P-46807,17
WC22,CAN,P-00809,23
WC06,ARG,P-60914,3
WC22,FRA,P-78484,5
WC10,ITA,P-92874,4
WC14,ESP,P-49097,7
WC06,BRA,P-45956,17
WC18,KOR,P-42523,1
WC06,FRA,P-57021,23
WC10,JPN,P-26303,5
WC14,KOR,P-71373,15
WC02,ITA,P-45258,2
WC18,KOR,P-18598,5
WC06,ECU,P-72804,2
WC06,USA,P-91976,17
WC06,ESP,P-73344,22
WC02,ITA,P-17035,18
WC06,GHA,P-09728,10
WC18,COL,P-29212,22
WC18,KOR,P-47440,13
WC06,USA,P-50522,1
WC02,SWE,P-71531,22
WC22,TUN,P-68161,5
WC22,AUS,P-05864,21
WC10,MEX,P-52784,1
WC02,BRA,P-57361,11
